date,ACL,ABG,ABI,AGL,AMS,ANG,AOD,BAW,BIL,BVT,CFR,CRH,CRN,DDT,DRD,EXX,FSR,GFI,HAR,IMP,INL,INP,IPL,ITU,JNC,LGL,MTN,NED,NPK,OML,PIK,REM,RMH,SAB,SAP,SBK,SLM,SNH,SOL,TBS,VNF
2003-01-03,1.013216191960701,1.0020025116247497,0.9963768115942029,1.0095519864750633,1.0193266832917707,1.0,1.0081967213114753,1.0177788791730096,1.020143467721735,1.0801895203403216,1.0181494675754519,1.047316642920144,1.0,1.0313588850174216,1.0009751556924713,0.9921257072946934,1.0260380014074595,1.0,1.0045998160073597,1.0,1.016594711279007,1.0075206269622994,1.000956604922167,1.0222530988689045,1.0123456790123457,1.0,1.0074906367041199,1.008695652173913,1.0049907098610356,0.9979045632851681,1.0142857142857142,1.0185468539898919,1.01818199210352,0.9991680532445923,0.9980791708720125,0.9911494667492463,1.0180908548637995,0.9986996098829649,1.0073007607086333,0.9904761904761905,1.0013898303542588
2003-01-06,0.9576076416730379,1.0100602940180203,1.001090909090909,0.9932345306874321,1.0198776758409787,1.0,1.008130081300813,0.9967233870855536,1.0516950037314443,0.9519671422395157,1.0113042988595486,0.9819258376305355,1.0,1.0405405405405406,0.9990257943097531,0.9801587974430868,0.9725651577503429,0.9746192893401016,1.034798534798535,1.0094635002456662,0.9779606281796062,1.0626841965407285,0.9990443092962642,1.0450680491463835,1.0170731707317073,0.995454057343308,1.0074349442379182,0.9935344827586207,1.0016575456915555,1.0024232713665857,0.9915492957746479,0.9961609080287098,0.9875001174359503,1.008992506244796,0.9923078921546096,1.0,1.0113101443781,0.9869791666666666,1.0144787970941038,0.9875,0.9750336753491902
2003-01-07,1.032689999975659,1.0076125959958415,1.007991282237559,1.020417797710374,1.0644677661169415,1.0092213114754098,1.0080645161290323,1.018621532018845,0.9580983300365464,1.0091738952722649,1.0094584021887774,0.992637259688337,1.0,0.9642857142857143,0.9980496886150573,1.0153850024926125,1.0049365303244007,1.0416666666666667,1.0176991150442478,1.0031251416536922,1.0150270505002987,0.9831470731145948,1.0000869640838332,0.9731486528957111,1.0167865707434052,0.9987894042910225,1.003690036900369,1.002169197396963,1.0016514529771376,1.0129061080638355,0.9971590909090909,1.0105867657811356,1.0009038107515424,1.023436210595808,1.013566039787809,1.03035804780105,1.0159746223599273,1.0131926121372032,0.9928555964494478,1.0126582278481013,1.0
2003-01-08,1.00901336212078,0.9946082673234374,0.9657657657657658,0.9986616436998116,0.9645070422535211,0.9910659898477158,1.0,0.9997807363148625,0.9925139733408036,1.0,0.9906302209498986,0.9975275492163926,1.0009733635325608,0.9886868686868687,0.9980458774676348,1.0046247107619777,0.991578947368421,0.995,1.017391304347826,1.0155763868858763,1.00575783234547,0.991427646562388,0.9912173913043479,1.003344578385564,0.9905660377358491,1.0176769191997983,1.0066176470588235,0.9835497835497835,0.9901009303787732,1.0199014971453775,0.9829059829059829,1.004763124971738,0.993676661391277,0.9877439122722141,0.9827925368092675,1.022529883451872,0.9937106215024067,1.0026041666666667,0.9784293334227919,0.9903846153846154,0.9886218030854389
2003-01-09,0.9738555373607455,1.0227546513184314,0.9990671641791045,0.9759765721943714,0.990070093457944,1.0,1.0456,1.010972442105119,1.0008477205789246,0.9977253294385737,0.9974206931568621,0.9882334128433032,1.0,0.9950960359624029,0.9990432751140282,0.9961897670231005,0.9801840056617127,0.992462311557789,1.0239316239316238,1.0429445142372613,0.9901897360002125,1.0,0.9913150276340029,1.0000334695973216,1.0298809523809525,1.0062852291219546,0.9868517165814463,0.9947183098591549,1.0058333164447506,1.0085865574967807,1.0040579710144928,0.9905189096746125,1.0045460958817298,0.9910204081632653,1.01102484785993,1.0,0.990506222292234,0.987012987012987,0.9970513611739696,0.9901941747572816,1.00719439718351
2003-01-10,0.9977644036450776,1.0254220651747155,1.0009337068160598,1.0123073793419113,0.9970501474926253,1.0038926449498053,1.009946442234124,0.9936140788546017,1.0160862880233645,1.0341691440287033,1.0,0.9774271844660194,1.0136512388966805,1.0198494182067077,1.0048772883167787,0.9800797460136665,1.0007220216606498,0.9822784810126582,0.9449081803005008,1.0058826199171556,1.015689047201389,1.0216161851733083,1.0,1.0001666302904673,1.0750202288752746,1.0,1.013323464100666,1.0,1.0066255855734842,1.0069651219849167,1.0028868360277137,0.9933057688521363,0.9936652208483511,0.9901153212520593,1.0006399193701594,1.0008472908201906,0.9939282235367956,1.013157894736842,1.0029573590096286,0.9804882831650161,0.9899979176951459
2003-01-13,1.0369940306616758,1.053731533773651,1.0167910447761195,1.0135141924139663,1.0062130177514792,1.010204081632653,1.0795454545454546,0.9967933410657024,1.0049996578180962,1.072690001903191,1.0012925153332437,1.0243771210992467,0.9865326076930173,0.9832214765100671,1.0,1.0528458269284364,1.0158730158730158,1.0309278350515463,1.028268551236749,1.0257307112914327,1.031704071832016,0.9901268387336102,0.9911504424778761,1.0167965964669583,0.967741935483871,1.0089295130954474,0.9934258582907232,0.9995575221238938,0.9530888249854883,0.999233553331914,1.0218767990788715,1.0067393458870169,1.0034595029719622,1.0074875207986689,1.0229504199782966,1.0626594651478702,1.002894426300706,0.9831168831168832,1.0073544538160872,1.0341,0.995672786054602
2003-01-14,1.005406320201601,1.0254958364875095,1.0174311926605504,1.0239912758996728,1.0205821817112615,1.006060606060606,0.9964912280701754,0.9860369609856262,1.0194016638104209,0.9753567851083569,1.008609740885638,1.0237835508329631,1.0136512388966805,1.0,1.0097072316659648,1.0050961948012214,0.9978693181818182,1.0025,0.9965635738831615,0.9948688728235892,1.0204893880514156,1.0398835684539678,1.0017857142857143,1.0226155565451933,1.0055555555555555,1.0029501608650708,0.9786764705882353,1.0004426737494467,1.0,1.021538519812692,1.0028169014084507,1.0277613703484938,0.980396089245425,1.0206440957886045,1.0114033528240733,1.003983277587874,1.025641317849776,1.0145310435931307,1.0073007607086333,0.9805628082390484,0.9971018620714209
2003-01-15,0.9784933095676758,1.013375852599876,1.0171325518485121,1.0,0.9853068280034573,0.9859437751004017,1.0,0.9978203526308483,0.9455877741347094,1.002107066251317,1.0059756532884363,0.9663636722398348,1.0038372843833596,0.9522184300341296,1.0192278144823197,1.0110636107256368,1.01067615658363,1.0049875311720697,1.0344827586206897,1.0085960839799852,0.9961417428274917,0.9369886703766934,1.0160427807486632,0.9631409927213218,0.988950276243094,0.9917661636807912,1.0067618332081143,1.008849557522124,1.001725610439068,0.9939745633875932,1.0140449438202248,1.005585027998821,1.003333869090236,0.9807443365695793,0.9956635451918471,0.9976195155775238,0.9937499305547839,1.0013020833333333,1.0072309511741848,1.0285996055226825,1.0029065615448338
2003-01-16,1.0,0.9811188811188812,0.9663120567375887,0.9765708200212992,0.9853801169590644,0.9938900203665988,0.9929577464788732,0.9879857526470301,1.0063648084081798,0.945376848315244,0.9800588427590715,0.9968419046581906,1.005752301839634,0.9799283154121864,0.990567459890169,0.9946811061941352,0.971830985915493,0.9925558312655087,0.985,0.9761362762911435,0.9713164682456331,1.0087699060599606,0.9824561403508771,0.9933442343239015,1.005586592178771,1.0,0.996268656716418,0.9649122807017544,0.9912086068996363,0.973789006397702,1.0,0.9898152083119625,1.0,1.0151790133641314,1.0080898771774283,1.0015907764335037,0.9654084182632371,0.9752925877763329,0.9856251467677548,1.012464046021093,0.9995632617699766
